"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"as.factor(Strain)",116,9.8607759136306,0.0850066889106086,2.84533933557668,2.57376294993422e-17
"Variety",2,0.219771513206418,0.109885756603209,3.6780901560759,0.0257324686086323
"Rep",3,0.0204964000036798,0.00683213333455993,0.228684800829856,0.876445175265008
"as.factor(Strain):Variety",232,7.63961635911793,0.0329293808582669,1.10221047135174,0.173422596437586
"Residuals",743,22.1976932841935,0.0298757648508661,NA,NA
