"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"mean_prop_lobe",1,2.12428936427653,2.12428936427653,82.1630469807332,5.74972239415218e-17
"Variety",2,2.73424281636947,1.36712140818474,52.8773821391814,1.31809873791223e-19
"Strain",116,7.33952043977127,0.0632717279290626,2.44721742800715,4.42929807335829e-09
"mean_prop_lobe:Variety",2,0.117992928427137,0.0589964642135686,2.28185921484733,0.104411089770046
"Residuals",229,5.92069406254368,0.0258545592250816,NA,NA
