"","Estimate","Std. Error","z value","Pr(>|z|)"
"Strain091",-0.369546069690039,6.08138381443714,-0.0607667729855729,0.951544952715412
"Strain092",2.8686859951981,4.40503101894605,0.651229465322691,0.51489837242448
"Strain093",2.77622077806567,4.36593501897437,0.635882294628803,0.524853143587148
"Strain094",3.22299211509721,4.85829860163882,0.663399346020028,0.507074824640023
"Strain095",0.220155258959663,4.41934496192504,0.0498162648212383,0.960268805322545
"Strain096",3.71598867178637,7.32113109027216,0.5075702956233,0.611754726622468
"Strain097",3.03829685126675,5.39533247955934,0.563134313367634,0.573343427575766
"Strain098",0.280228064256105,4.87534973668475,0.057478556286438,0.954163987467776
"Strain099",7.2693358303364,6.552605940928,1.10938089301718,0.26726590146227
"Strain100",0.63952177134545,4.60060023295364,0.139008333470189,0.889443563829412
"Strain101",4.16418984385874,6.25921584796162,0.665289382090066,0.505865420537868
"Strain102",3.30560709133734,4.81242710580295,0.686889799816678,0.492152175195085
"Strain103",3.11236370021268,4.03954251825978,0.770474301519043,0.441018593380271
"Strain104",7.53482393777277,15.9402778981321,0.472690876904707,0.636433736319553
"Strain105",2.75282712207015,5.91222128720166,0.465616388214234,0.64149011032422
"Strain106",1.2511963797203,11.5519732141171,0.10831018705889,0.91374964205181
"Strain107",2.38438773207511,4.63420483448254,0.514519279409744,0.606888984707607
"Strain108",3.75988983164694,6.45596192654929,0.582390335386721,0.560303789908299
"Strain109",5.12112624715846,11.7787099699862,0.434778193894563,0.663723434460801
"Strain110",2.8713667012372,4.01555221389076,0.715061478046396,0.47457105588788
"Strain111",2.68556596403648,4.38708286430713,0.612153006246127,0.540436530254289
"Strain112",10.6289510102956,14.7497152120009,0.720620761656979,0.47114287646606
"Strain113",0.292272431270001,5.45610187598669,0.053567993764256,0.95727935715945
"Strain114",1.68490676486202,4.9798888007439,0.338342246640191,0.735105290737172
"Strain115",3.67037415847984,6.77165893260539,0.542019938542249,0.58780477049069
"Strain116",2.16991334867004,5.94477556410669,0.365011820088133,0.715102582959217
"Strain117",4.40197223654672,6.1373943352859,0.717237967135065,0.473227276063717
"Strain118",-1.65637805713806,12.4345316808406,-0.1332079164421,0.894028950229477
"Strain119",3.07445371058366,4.75758050262647,0.646222109933058,0.518135522634371
"Strain120",2.93884402200305,4.38378362634501,0.670389844138662,0.50260930703926
"Strain121",5.06650457624563,6.17890428536234,0.819968127398906,0.412234277109365
"Strain122",1.29436101424957,4.75939703639927,0.271959032698986,0.785653519624864
"Strain123",3.79273850721891,4.32714037844546,0.876499992029717,0.38075828072069
"Repb",0.0591299710432719,0.25985141046944,0.227553011686369,0.819993752808505
"Repc",0.165044433283801,0.280702058319771,0.587970156940514,0.55655232415806
"Repd",0.199494700974983,0.278183086039793,0.717134545507365,0.473291081901636
"Nod_count:VarietyS",-0.0675791957048843,0.125457654828389,-0.538661397722797,0.590120514206537
"Nod_count:VarietyV",-0.00843056028630494,0.14192280300545,-0.0594024364497735,0.952631572482143
"Nod_count:Strain002",-0.109135594256899,0.261081472642514,-0.418013553977203,0.675937207428728
"Nod_count:Strain003",-0.119715104332441,0.247879853504382,-0.482956168643712,0.629126858508432
"Nod_count:Strain004",-0.0543519696997263,0.118637733060103,-0.458133919940895,0.646856230802175
"Nod_count:Strain005",-0.175209675748664,0.282690441653753,-0.619793420406006,0.535393801025042
"Nod_count:Strain006",-0.0763181874591836,0.104499518312182,-0.730320949721422,0.465194025521223
"Nod_count:Strain007",-0.0717742415727317,0.11393239048858,-0.629972225325385,0.528712756414326
"Nod_count:Strain008",-0.0830316568477063,0.113872675301219,-0.729162256248647,0.465902416060241
"Nod_count:Strain009",-0.0499265988177006,0.254417830067993,-0.196238600118387,0.844423416848887
"Nod_count:Strain010",-0.156322162293862,0.463224207339922,-0.337465442904088,0.735766058404932
"Nod_count:Strain011",-0.0627776775959266,0.136874232401065,-0.458652271466093,0.646483893505261
"Nod_count:Strain012",-0.0295532283368557,0.181368086845006,-0.162946132646321,0.870560847595862
"Nod_count:Strain013",-0.0358637253694359,0.149875031938661,-0.239290860562511,0.8108800517996
"Nod_count:Strain014",-0.0730220335270252,0.124096183909584,-0.588430934993366,0.556243078744499
"Nod_count:Strain015",-0.207919254669373,0.239856314622405,-0.866849200933864,0.386024640105576
"Nod_count:Strain016",-0.100524768390946,0.135366376015326,-0.742612540499452,0.457716293911596
"Nod_count:Strain017",-0.0421868262348958,0.165297528195173,-0.25521752621179,0.798555095235669
"Nod_count:Strain018",-0.14204521993455,0.175476171000776,-0.809484382548569,0.418236582459492
"Nod_count:Strain019",-0.0453414328706507,0.142059466904644,-0.319172202026393,0.749595935005737
"Nod_count:Strain020",-0.0988559205983496,0.118211348403915,-0.836264216025775,0.403006279410396
"Nod_count:Strain021",-0.0955504965432343,0.427911727511837,-0.22329487695705,0.823306014214529
"Nod_count:Strain022",0.0251101894652557,0.243100580068235,0.103291359725294,0.917731732880833
"Nod_count:Strain023",-0.125207148375501,0.395269209777402,-0.316764233788946,0.751422504973102
