"","Estimate","Std. Error","z value","Pr(>|z|)"
"VarietyS:Strain045",-4.05899331827887,7.15142715156988,-0.567578083681918,0.570321492263766
"VarietyV:Strain045",0.466731985148662,8.14840408075684,0.0572789445053284,0.954322992662186
"VarietyS:Strain046",-3.89210631195068,7.21728357962741,-0.539275791093636,0.589696570594698
"VarietyV:Strain046",-1.40180443241091,7.69444938367999,-0.182183852607329,0.855438444682546
"VarietyS:Strain047",-1.0643269255272,6.86649100245,-0.155003032137877,0.876818926898007
"VarietyV:Strain047",0.331281429756846,6.72276259509733,0.0492775737757626,0.96069809133555
"VarietyS:Strain048",22.8998693645708,143.574268745358,0.159498422417082,0.873276201136866
"VarietyV:Strain048",0.47018664317068,8.17048341522179,0.0575469796921332,0.954109483704918
"VarietyS:Strain049",-0.229582492119664,10.0360477320939,-0.0228757871871703,0.981749354366489
"VarietyV:Strain049",10.1153431793611,18.2734259154852,0.553554830174962,0.57988354636886
"VarietyS:Strain050",-17.9804059194972,25.9528073590533,-0.692811597248071,0.488427793271896
"VarietyV:Strain050",-0.0299133163638807,9.13336897664491,-0.00327516784226856,0.997386798816465
"VarietyS:Strain052",0.622963416072819,7.22522637051463,0.0862206087569886,0.931291048292171
"VarietyV:Strain052",0.342159896376799,7.22304812756775,0.0473705685375263,0.9622178855823
"VarietyS:Strain053",1.79117765777715,8.97266022679326,0.199626154618952,0.84177297105558
"VarietyV:Strain053",3.18149129136376,9.83270156789442,0.323562275270503,0.746269452678465
"VarietyS:Strain054",-1.75302203997129,6.33691339838595,-0.276636578372334,0.782059174884507
"VarietyV:Strain054",0.724476885437196,6.59592900062852,0.109836974498689,0.91253866702338
"VarietyS:Strain055",-2.67556506260166,6.61053223456812,-0.404742760138203,0.685666607393364
"VarietyV:Strain055",-0.0614450568353251,7.43660852248806,-0.00826251061213149,0.993407545359333
"VarietyS:Strain056",-9.84476059113434,11.0138563563099,-0.893852277771377,0.371400934026838
"VarietyV:Strain056",-1.96992514954687,7.2177183035064,-0.272929070754933,0.784907739338845
"VarietyS:Strain057",-55.5988638696887,78.5209590528994,-0.708076729325631,0.478897609822581
"VarietyV:Strain057",1.52534339218153,7.90945947347724,0.192850522503651,0.847076034855228
"VarietyS:Strain058",-4.13397453612331,7.46787453107178,-0.553567754643303,0.579874699037427
"VarietyV:Strain058",-2.63080345381794,7.75657851454614,-0.339170608391873,0.73448120945449
"VarietyS:Strain059",-0.750403587240471,12.7952924677634,-0.0586468491541748,0.953233394645071
"VarietyV:Strain059",2.16949489559679,12.8598735516302,0.168702661568688,0.86603052516086
"VarietyS:Strain060",-2.38154623595903,9.94288944564497,-0.239522550157908,0.810700412781028
"VarietyV:Strain060",1.35440593711821,7.46217191366296,0.181502912662511,0.8559728471483
"VarietyS:Strain062",-0.325726254905042,7.29654182022894,-0.0446411824848311,0.964393316487185
"VarietyV:Strain062",1.74177675204481,9.53378549328957,0.182695189992556,0.855037190072031
"VarietyS:Strain063",1.43599274619526,2.65074683489227,0.541731381998846,0.588003567666324
"VarietyV:Strain063",-0.345294707877584,7.40685348707081,-0.046618271642651,0.962817469197187
"VarietyS:Strain064",0.371010176639599,7.18839301871063,0.0516123945468617,0.958837543083992
"VarietyV:Strain064",3.20988631121634,9.04753906937839,0.354780044231063,0.722754379538844
"VarietyS:Strain065",-4.6037182249772,6.51288576721955,-0.706863038831187,0.479651595061253
"VarietyV:Strain065",-1.64834869136918,10.7007916806275,-0.154039882334436,0.877578289293666
"VarietyS:Strain067",-2.02892669780909,11.3414337846135,-0.17889507943534,0.858020086503275
"VarietyV:Strain067",0.948575442412873,14.3380068086986,0.0661581107520043,0.947251946450242
"VarietyS:Strain068",-3.1261971731028,7.33444000658564,-0.42623529135091,0.669936404002378
"VarietyV:Strain068",-0.305296333787692,9.71550486329424,-0.031423620088043,0.974931704344364
"VarietyS:Strain069",-4.03376509136458,7.22136462048801,-0.558587649752545,0.576443170651385
"VarietyV:Strain069",2.06201016319706,7.19120674569127,0.28674049239824,0.774311030412078
"VarietyS:Strain070",-0.0940898153673877,7.62690498960845,-0.0123365658147812,0.990157094270399
"VarietyV:Strain070",0.908316711404599,7.34786947314099,0.123616337324011,0.901619056392024
"VarietyS:Strain071",-0.76707077193228,10.308254528016,-0.0744132549160016,0.940681562147433
"VarietyV:Strain071",0.505405490386606,7.55069210069938,0.0669349886932607,0.946633458537399
"VarietyS:Strain072",-0.313639581032957,34.4319165313127,-0.00910897831515509,0.992732187343747
"VarietyV:Strain072",0.038518489488931,7.86089742795408,0.00490001171519624,0.996090371949801
"VarietyS:Strain073",-0.701066120208522,81.4738694410261,-0.00860479715789098,0.993134449922771
"VarietyV:Strain073",-1.30504293670515,9.59705164450114,-0.135983735947999,0.891834138358327
"VarietyS:Strain074",-1.8260849947372,8.87355542248651,-0.205789551965801,0.836955302853268
"VarietyV:Strain074",2.05161072396937,7.40114811537855,0.277201684385482,0.781625246338572
"VarietyS:Strain075",2.8785849780536,5.77489789874561,0.498465086054399,0.61815627181915
"VarietyV:Strain075",1.43883773860128,6.72921469196454,0.213819562083436,0.830687769386462
"VarietyS:Strain076",28.3232180282315,148.640962385335,0.190547864960715,0.848879839369644
"VarietyV:Strain076",-0.615869084740947,7.84409949118585,-0.0785136758442418,0.937419452053766
"VarietyS:Strain077",-5.95993496101556,8.21592935572273,-0.725412147910476,0.468199222753348
"VarietyV:Strain077",0.235479203155429,7.35123512772147,0.0320326039181413,0.974446050065128
"VarietyS:Strain078",-1.1173963613424,6.6029761298842,-0.169226170042507,0.865618745926669
"VarietyV:Strain078",-0.741592184089809,10.053961053748,-0.0737611952269652,0.941200404599551
"VarietyS:Strain079",0.536427957838216,10.7093691283015,0.050089594579442,0.96005099165344
"VarietyV:Strain079",2.07763302445007,7.03793539328932,0.295204901487316,0.767837357917385
"VarietyS:Strain080",-4.13890095801927,6.76943694095051,-0.61140992879064,0.540928231170219
"VarietyV:Strain080",0.47326276801523,4.06699370693046,0.11636673231354,0.90736190000648
"VarietyS:Strain081",-5.04777086368843,22.2900663436825,-0.226458314921933,0.820844976959321
"VarietyV:Strain081",0.0685645807602269,6.42969495668975,0.0106637377390492,0.991491729551292
"VarietyS:Strain082",-4.37553935124159,9.14759176572791,-0.47832691524723,0.632417542411447
"VarietyV:Strain082",-2.50155872247133,11.6290254921324,-0.215113357878848,0.829678939607513
"VarietyS:Strain083",-4.29614333337552,9.17681392001909,-0.468151950210469,0.639675930766184
"VarietyV:Strain083",-2.84814894448949,9.47170231640531,-0.300700850738985,0.763642619997668
"VarietyS:Strain084",-2.52730233863154,7.76469047857359,-0.325486552954757,0.744812858246739
"VarietyV:Strain084",-0.966559965172076,6.87634121755114,-0.140563118465534,0.888215086089089
"VarietyS:Strain085",-3.49427408693673,6.21079745494044,-0.562612790432761,0.57369858053723
"VarietyV:Strain085",6.30019786236049,11.6723525196544,0.53975390580022,0.589366759127265
"VarietyS:Strain086",-3.73670658153693,7.18148627834106,-0.520324962926771,0.602837099939617
"VarietyV:Strain086",-0.248238254352686,2.9797246296872,-0.0833091259103178,0.933605744094515
"VarietyS:Strain087",-1.23929205247776,9.18968719815115,-0.134856826544334,0.892725075068655
"VarietyV:Strain087",-0.291026909610043,7.39448823920675,-0.0393572753374564,0.968605542838967
"VarietyS:Strain088",-1.08927704635159,6.57539226331531,-0.165659629529445,0.868424817958137
"VarietyV:Strain088",-0.719499393271885,7.2142085569448,-0.0997336558255243,0.920555780256545
"VarietyS:Strain089",-8.59220291108587,15.3424185477595,-0.560029234265715,0.575459497414869
"VarietyV:Strain089",1.38563355305062,9.60119140484445,0.144318917790918,0.885248640449222
"VarietyS:Strain090",0.527415697082285,3.6571651813093,0.144214349348438,0.885331210251605
"VarietyV:Strain090",-0.123838014296244,7.35471908439039,-0.01683789861656,0.986565935453236
"VarietyS:Strain091",-0.914795917347792,15.3568251177808,-0.0595693387358172,0.952498639130328
"VarietyV:Strain091",3.47600094388774,9.25397891824781,0.375622310640178,0.707197701920375
"VarietyS:Strain092",-3.22023814480323,6.47239958515937,-0.497533890241718,0.618812610183555
"VarietyV:Strain092",0.041279877896374,7.4666063264541,0.00552859975356139,0.995588838085286
"VarietyS:Strain093",-2.11605243198961,6.21319194296437,-0.340574128630577,0.733424208618071
"VarietyV:Strain093",0.686130844222036,7.60199775459212,0.0902566491561467,0.928083268455351
"VarietyS:Strain094",-2.26812416348966,6.2371673853701,-0.363646511846031,0.716121989801471
"VarietyV:Strain094",-0.252330695828095,8.34483898358832,-0.0302379346473132,0.975877294879999
"VarietyS:Strain095",0.17216771478793,6.46128270568541,0.0266460581637198,0.978742037184264
"VarietyV:Strain095",6.1477984807059,13.1580377384751,0.467227606646033,0.64033704429659
"VarietyS:Strain096",-3.35915684620707,8.34282006460669,-0.402640452532094,0.687212746057247
"VarietyV:Strain096",0.852134623768551,3.01522278549266,0.282610833225486,0.777475175031576
"VarietyS:Strain097",-0.707059546617686,8.12523380196854,-0.0870202093687918,0.930655448288115
"VarietyV:Strain097",-0.444473656948946,8.22620153550606,-0.0540314572929562,0.956910101544235
"VarietyS:Strain098",-2.32052366977931,8.68414519874748,-0.267213826654349,0.789304530971364
"VarietyV:Strain098",2.18869030677299,7.05189848669978,0.310368946873097,0.756280405757105
"VarietyS:Strain099",6.32904698774602,28.6908481202087,0.220594628685378,0.825408083730209
"VarietyV:Strain099",-3.84759593720447,11.3848518249662,-0.337957489158266,0.735395223543565
"VarietyS:Strain100",0.60118228439464,7.27709724070862,0.0826129244270067,0.934159324200206
"VarietyV:Strain100",3.60599765150558,7.70245514477647,0.468162109837282,0.639668665936485
"VarietyS:Strain101",0.0721618051922681,4.39465319086868,0.0164203640328679,0.986899033790052
"VarietyV:Strain101",-1.33398430106812,8.19436134281473,-0.162792955455624,0.87068145501038
"VarietyS:Strain102",-3.19999382178096,9.17795212279045,-0.348660984386137,0.727343838229296
"VarietyV:Strain102",-3.75245113062846,15.8627780594589,-0.236556996294284,0.813000485295374
"VarietyS:Strain103",-2.05058086628444,7.14512053917216,-0.286990381063889,0.774119685382336
"VarietyV:Strain103",0.391962872661895,6.68967732800214,0.058592194128884,0.953276928185596
"VarietyS:Strain104",-8.72239907637942,16.8872738798192,-0.516507231330154,0.605500189670707
"VarietyV:Strain104",-2.71427634630859,11.1334051908232,-0.243795703092335,0.807389048376966
"VarietyS:Strain105",-2.1859947140709,7.64259164407722,-0.286027936055562,0.774856725108512
"VarietyV:Strain105",1.39720578511352,8.10106497772762,0.172471864989959,0.863066578384815
"VarietyS:Strain106",-1.56697579824244,12.8506159615014,-0.121937796829108,0.902948281424988
"VarietyV:Strain106",2.13765522769085,12.6973092054495,0.168354979240278,0.8663040238624
"VarietyS:Strain107",0.624719843074643,2.92828394148276,0.213339913600835,0.83106184351922
"VarietyV:Strain107",2.67760799463773,7.10339449994075,0.37694766842248,0.706212495567827
"VarietyS:Strain108",-1.10776905865796,8.30405772827825,-0.133400934206613,0.893876306622245
"VarietyV:Strain108",-1.11254660091072,8.31765467804714,-0.133757248163604,0.893594534350068
"VarietyS:Strain109",-4.87559341687572,12.4828497792036,-0.39058336061998,0.696105226877258
"VarietyV:Strain109",-2.12298229521915,13.0079532952938,-0.16320648199031,0.870355862748012
"VarietyS:Strain110",-1.16981321693483,8.8415573512687,-0.132308502954739,0.89474028211888
"VarietyV:Strain110",-2.08377091713206,11.1695896721363,-0.186557517178115,0.852007578245138
"VarietyS:Strain111",-0.0316011617076117,3.18883631255819,-0.00990993535264286,0.99209314500163
"VarietyV:Strain111",0.436083632844391,7.20379414683196,0.0605352712689839,0.951729324937522
"VarietyS:Strain112",-11.2690865893781,15.9209198818726,-0.707816299120318,0.479059343240578
"VarietyV:Strain112",-7.27674975256895,15.9115139905114,-0.457326044329179,0.647436712549929
"VarietyS:Strain113",-1.87914432721351,7.5792600017379,-0.24793242701565,0.804186689907971
"VarietyV:Strain113",0.889448828110303,7.69998333048815,0.115513084890525,0.908038449659016
"VarietyS:Strain114",-4.02035617734093,8.1852060022104,-0.491173487418061,0.623303748989692
"VarietyV:Strain114",1.15843042941222,7.15023287862175,0.162012965042827,0.871295644128229
"VarietyS:Strain115",-0.900375478272301,8.60167480676633,-0.104674438234289,0.91663414584657
"VarietyV:Strain115",-3.80464229037608,8.64867299855676,-0.439910526275069,0.66000191171043
"VarietyS:Strain116",8.11730614644506,27.4758420483403,0.295434299417054,0.767662134822116
"VarietyV:Strain116",-1.82167048843109,11.5837520354267,-0.15726083248846,0.875039287260253
"VarietyS:Strain117",2.44689566004799,7.10184924339807,0.344543452865131,0.730437623398945
"VarietyV:Strain117",-4.00320336441102,8.76903013849214,-0.456516091424836,0.64801890222556
"VarietyS:Strain118",-15.3448166352,8239.71125367474,-0.00186230028732579,0.998514100212054
"VarietyV:Strain118",7.01898766367141,69.5031420542572,0.100988062643155,0.919559936358956
"VarietyS:Strain119",-2.24057636153219,6.05501741309061,-0.370036320075345,0.71135542861469
"VarietyV:Strain119",-0.137070802281346,8.94187085809473,-0.0153290966126245,0.987769629468137
"VarietyS:Strain120",-4.01941131838213,6.65979124034057,-0.603534130925188,0.546153417084437
"VarietyV:Strain120",0.70770340583844,7.49607507809195,0.0944098609560056,0.924783582884525
"VarietyS:Strain121",0.937902077864213,13.0393316321532,0.0719286926909256,0.942658655718463
"VarietyV:Strain121",0.667947593750052,13.3668901052656,0.0499703063681901,0.960146050834581
"VarietyS:Strain122",0.943126637515363,13.8890396464246,0.0679043808301134,0.945861751406864
"VarietyV:Strain122",1.41636892218414,7.38164426986885,0.191877157771693,0.84783843043213
"VarietyS:Strain123",-5.83454080754832,7.53783575547042,-0.774033953089789,0.438910713002301
"VarietyV:Strain123",-2.09996558875328,7.87205805885252,-0.266761953869454,0.78965244940408
"Nod_count:VarietyV:Strain002",-0.0156204461858949,0.319018163230998,-0.0489641280223416,0.960947883323679
"Nod_count:VarietyS:Strain003",0.119679346658621,0.271050503517268,0.441538920258809,0.6588228916213
"Nod_count:VarietyV:Strain003",0.0127942256700212,0.317450429072405,0.0403030662374788,0.967851509262913
"Nod_count:VarietyV:Strain004",-0.036161033542047,0.164024283350854,-0.220461463408423,0.825511781787146
"Nod_count:VarietyS:Strain005",0.174965974362966,0.992775151879413,0.176239276367605,0.860105965597011
"Nod_count:VarietyV:Strain005",0.144303387378257,0.317256852379265,0.454847188629827,0.649219178883374
"Nod_count:VarietyS:Strain006",-0.119007791959248,0.446794481523342,-0.266359135756314,0.789962633663756
"Nod_count:VarietyV:Strain006",-0.047939937772653,0.218427745712387,-0.219477327004865,0.82627823974744
"Nod_count:VarietyS:Strain007",0.0474858533379239,0.173547599837696,0.273618611737259,0.7843777295552
"Nod_count:VarietyV:Strain007",-0.00257492218828317,0.195986397906998,-0.0131382698788365,0.989517478880769
"Nod_count:VarietyS:Strain008",0.058821410096098,0.153709139041652,0.382679978970923,0.701957060982962
"Nod_count:VarietyV:Strain008",0.00593591714427697,0.169276263295546,0.0350664471717055,0.972026756226797
"Nod_count:VarietyS:Strain009",0.048607166142834,0.283572392358774,0.171410078881503,0.863901330263907
"Nod_count:VarietyV:Strain009",-0.0228139296796891,0.320984489525633,-0.0710748663071063,0.943338171351758
"Nod_count:VarietyS:Strain010",0.10314006168209,0.486711073202641,0.211912297378836,0.832175456549534
"Nod_count:VarietyV:Strain010",0.0771149024665658,0.479827191646787,0.160713906608552,0.872318735929629
"Nod_count:VarietyS:Strain011",0.0347569435157757,0.248544307853173,0.139842041911933,0.888784795002976
"Nod_count:VarietyV:Strain011",-0.119033264916271,0.288368002078104,-0.412782500341459,0.679765973823704
"Nod_count:VarietyS:Strain012",0.349155144018096,2.47410999127217,0.141123533411933,0.887772352726573
"Nod_count:VarietyV:Strain012",-0.102232030592355,0.246774740919223,-0.414272669121425,0.678674427400495
"Nod_count:VarietyS:Strain013",0.007319983136861,0.175704337578231,0.0416607992594483,0.966769104471426
"Nod_count:VarietyV:Strain013",-0.0450216036063103,0.182163999589896,-0.247148743482066,0.804793111678758
"Nod_count:VarietyS:Strain014",0.0850910452938232,0.148378549566668,0.573472685521776,0.566324688217602
"Nod_count:VarietyV:Strain014",-0.00495482388436004,0.181071300950988,-0.0273639381742842,0.978169460639112
"Nod_count:VarietyS:Strain015",0.266518879961449,0.364127883508516,0.731937574770253,0.464206670620941
"Nod_count:VarietyV:Strain015",0.156287052910338,0.264177934033657,0.591597680109143,0.554120027720286
"Nod_count:VarietyS:Strain016",0.0992071993890207,0.216147538891042,0.458979083907266,0.646249186215393
"Nod_count:VarietyV:Strain016",0.0437547043086737,0.209641737059188,0.208711800056878,0.834673227892218
"Nod_count:VarietyS:Strain017",0.0091641956534001,0.226249339987769,0.0405048503297092,0.967690640212724
"Nod_count:VarietyV:Strain017",-0.0410524752088278,0.20929625676375,-0.196145291098862,0.844496447540273
"Nod_count:VarietyS:Strain018",0.133436754827553,0.201468603710224,0.66232034356816,0.507765941737876
"Nod_count:VarietyV:Strain018",0.142915720493414,0.245444747906666,0.582272473590512,0.560383163557103
"Nod_count:VarietyS:Strain019",0.0373757372198043,0.176925132176789,0.211251712857037,0.832690860127189
"Nod_count:VarietyV:Strain019",-0.0311238465160204,0.194067181609103,-0.160376660587111,0.872584373788043
"Nod_count:VarietyS:Strain020",0.0229139377059458,0.264638570593941,0.0865857824674574,0.931000767400782
"Nod_count:VarietyV:Strain020",-0.00994000098846578,0.272499773190295,-0.0364770982085345,0.970901939536118
"Nod_count:VarietyS:Strain021",0.100557154634732,0.566975057140624,0.17735728118599,0.859227759988266
"Nod_count:VarietyV:Strain021",0.00298684121212249,0.44543830617581,0.00670539819030205,0.994649906402096
"Nod_count:VarietyS:Strain022",-0.01927702861574,0.3066883773219,-0.062855426032356,0.949881629491516
"Nod_count:VarietyV:Strain022",-0.0942981119188278,0.270877432000301,-0.348120960917568,0.727749343187431
"Nod_count:VarietyS:Strain023",0.0976770611763832,0.40603113462572,0.240565446456272,0.8098919334874
"Nod_count:VarietyV:Strain023",0.09011358077745,0.42238960620923,0.213342325314729,0.83105996254643
"Nod_count:VarietyS:Strain024",0.0229436645026417,0.153766001481963,0.149211557051076,0.881386700874167
"Nod_count:VarietyV:Strain024",0.0245614862393178,0.308026913392318,0.0797381175846639,0.936445542509941
"Nod_count:VarietyS:Strain025",0.0760237374226529,0.187228353406457,0.406048208187846,0.684707179240749
"Nod_count:VarietyV:Strain025",0.0574612553196516,0.427580643523219,0.134386942416703,0.893096606415523
"Nod_count:VarietyV:Strain026",-0.0360301342112565,0.551194650607618,-0.0653673510284219,0.947881518568829
"Nod_count:VarietyS:Strain028",0.168521181683438,0.279627924751866,0.602662204903101,0.546733429500538
"Nod_count:VarietyV:Strain028",0.0689743053878695,0.242152148082308,0.284838709605107,0.775767714120261
"Nod_count:VarietyS:Strain029",-0.0500442583831755,0.288095264079394,-0.173707327481038,0.862095478581402
"Nod_count:VarietyV:Strain029",-0.167318664772597,0.555397245381704,-0.301259442973299,0.763216664931387
"Nod_count:VarietyS:Strain030",0.0599074965283838,0.150710617002843,0.397500174305925,0.6909986580323
"Nod_count:VarietyV:Strain030",-0.00453415648677385,0.163544920658955,-0.0277242268882752,0.97788210086557
"Nod_count:VarietyS:Strain031",0.121984413962932,0.161178724886887,0.756827019499867,0.449153502989153
"Nod_count:VarietyS:Strain032",0.0779203586217128,0.144419206405468,0.539542908184564,0.589512298299835
"Nod_count:VarietyV:Strain032",0.0142303351708865,0.161492194896529,0.0881177890981302,0.929783057721293
"Nod_count:VarietyS:Strain033",0.0479084805009212,0.13828730703843,0.346441633197813,0.729010841234369
"Nod_count:VarietyV:Strain033",-0.00725352002494117,0.229188939874745,-0.0316486477441073,0.974752247511805
"Nod_count:VarietyS:Strain034",0.0716967645235842,0.205052035820495,0.349651561549715,0.726600209919237
"Nod_count:VarietyV:Strain034",-0.0215186758774385,0.174181679089361,-0.123541557240349,0.901678268399916
"Nod_count:VarietyS:Strain035",0.0490222167107696,0.160562172134497,0.305316103158504,0.760125412554709
"Nod_count:VarietyV:Strain035",-0.017316346641276,0.167804099079623,-0.103193823847291,0.917809141599647
"Nod_count:VarietyS:Strain037",0.0498366149441743,0.226685566670785,0.219849087333168,0.825988688573662
"Nod_count:VarietyV:Strain037",0.0123645430726261,0.182386110561048,0.0677932274260954,0.945950235091632
"Nod_count:VarietyS:Strain038",0.0790610591420313,0.173864177583031,0.454728859280255,0.649304316111922
"Nod_count:VarietyV:Strain038",-0.0216126910510736,0.203120693209552,-0.106403196590003,0.915262456965396
"Nod_count:VarietyV:Strain039",0.0852917247558414,0.213459196668704,0.399569220192547,0.689473830787508
"Nod_count:VarietyS:Strain041",0.0722518053473881,0.228625097089193,0.316027445224881,0.751981676586699
"Nod_count:VarietyV:Strain041",0.270621385465353,0.640586411367965,0.42245882938329,0.672690145496299
"Nod_count:VarietyS:Strain042",0.739187222153673,0.947064555992618,0.780503522675845,0.435094554865128
"Nod_count:VarietyV:Strain042",-0.00493211695176553,0.467458414623007,-0.0105509213172324,0.99158173896855
"Nod_count:VarietyS:Strain043",0.111710854090638,0.276672048742593,0.403766316830113,0.686384567812214
"Nod_count:VarietyV:Strain043",0.0620266181967619,0.189233211575138,0.327778711149408,0.74307898490717
"Nod_count:VarietyS:Strain044",0.110724069962513,0.167869785327474,0.659583079507229,0.509521415539109
"Nod_count:VarietyV:Strain044",0.197059659756647,0.301151491377364,0.65435392285578,0.51288381285674
"Nod_count:VarietyS:Strain045",0.130266654088934,0.199597128720994,0.652647935988228,0.513983274447177
"Nod_count:VarietyV:Strain045",0.00746325711963566,0.235075137926744,0.0317483898359402,0.974672704808841
"Nod_count:VarietyS:Strain046",0.0791490604893429,0.165837224560567,0.477269567788963,0.633170178391451
"Nod_count:VarietyV:Strain046",0.0323535274026586,0.174523707030849,0.18538184842097,0.85292954452492
"Nod_count:VarietyS:Strain047",0.0468427215698739,0.155317047116837,0.301594206427557,0.762961425065514
"Nod_count:VarietyV:Strain047",0.00464808797630168,0.161914355603198,0.0287070776336392,0.977098211560088
"Nod_count:VarietyS:Strain048",-0.427740865034195,2.9034331860545,-0.147322441270108,0.882877520166176
"Nod_count:VarietyV:Strain048",-0.00213256799271179,0.216791648276798,-0.00983694717791411,0.992151378300853
"Nod_count:VarietyS:Strain049",-0.0050501435739124,0.299451992520195,-0.0168646183697436,0.986544619201452
"Nod_count:VarietyV:Strain049",-0.270089480630007,0.50332017898734,-0.536615641306924,0.591533137603867
"Nod_count:VarietyS:Strain050",0.577234451052828,0.878970197807598,0.65671674931939,0.511363062630844
"Nod_count:VarietyV:Strain050",-0.0207518710291463,0.348020805185343,-0.059628248426397,0.952451719401599
"Nod_count:VarietyS:Strain052",-0.0076561381789544,0.174015447256073,-0.0439968882054935,0.964906884319625
"Nod_count:VarietyV:Strain052",0.0022422767016161,0.155511541767556,0.0144187156537079,0.98849592800955
"Nod_count:VarietyS:Strain053",0.0263475493660773,0.165557124016471,0.159144763613168,0.873554821339868
"Nod_count:VarietyV:Strain053",-0.042652458692168,0.198788698670322,-0.214561788358523,0.83010898851106
"Nod_count:VarietyS:Strain054",0.0661857100732549,0.144849747808629,0.456926650370819,0.647723767794622
"Nod_count:VarietyV:Strain054",0.0112210917006303,0.146362282557891,0.0766665530526416,0.938888812997
"Nod_count:VarietyS:Strain055",0.107803705226131,0.169058416936636,0.637671327932383,0.523687653546315
"Nod_count:VarietyV:Strain055",0.00455552374081308,0.236080454148415,0.0192964883825121,0.984604585273043
"Nod_count:VarietyS:Strain056",0.436070221160229,0.545512918481597,0.799376525076628,0.424072118083028
"Nod_count:VarietyV:Strain056",0.0541157593738589,0.19905320936941,0.271865796815308,0.785725211192319
"Nod_count:VarietyS:Strain057",0.658922065545875,0.850914638109364,0.774369174104144,0.43871250744238
"Nod_count:VarietyV:Strain057",-0.0206387509699423,0.194910343800465,-0.105888433458774,0.915670871234578
"Nod_count:VarietyS:Strain058",0.1045432842328,0.21367255430445,0.489268659576381,0.624651506104992
"Nod_count:VarietyV:Strain058",0.0771024954756265,0.184365694358802,0.41820413360402,0.675797873803436
"Nod_count:VarietyS:Strain059",0.0352049348762867,0.377113008265282,0.0933538066963779,0.925622487110287
"Nod_count:VarietyV:Strain059",-0.0365330673625109,0.381711329869117,-0.095708627184416,0.923751988855923
"Nod_count:VarietyS:Strain060",0.0554028705033972,0.233022203425268,0.237757903277081,0.81206887076796
"Nod_count:VarietyV:Strain060",-0.0571882435111819,0.18613266120998,-0.307244538059156,0.758657247393982
"Nod_count:VarietyS:Strain062",0.0583741324853359,0.199295104897294,0.292902991849292,0.769596301936305
"Nod_count:VarietyV:Strain062",-0.0151345240129565,0.244384865836418,-0.0619290558814184,0.950619328653335
"Nod_count:VarietyV:Strain063",0.0194941501386917,0.173607035016223,0.112288941153048,0.910594310029014
"Nod_count:VarietyS:Strain064",-0.0146736952913051,0.218165838974671,-0.0672593626952235,0.946375227467305
"Nod_count:VarietyV:Strain064",-0.103948043493097,0.266148329702167,-0.390564327829597,0.696119297624586
"Nod_count:VarietyS:Strain065",0.0948539104698364,0.148947348453775,0.636828459549742,0.524236586183106
"Nod_count:VarietyV:Strain065",0.0232443307126248,0.267425257921762,0.0869189802536349,0.930735912555815
"Nod_count:VarietyS:Strain067",0.059263482837625,0.217576691895637,0.272379740317273,0.785330048887952
"Nod_count:VarietyV:Strain067",-0.0199752303385166,0.345939929143489,-0.0577419044629314,0.95395421442517
"Nod_count:VarietyS:Strain068",0.107249110881902,0.193157933773362,0.555240516331784,0.578730159322922
"Nod_count:VarietyV:Strain068",0.0284868101030632,0.272154949459987,0.104671291701977,0.916636642700312
"Nod_count:VarietyS:Strain069",0.0996209490692186,0.159434858205393,0.624837944415399,0.532077424118675
"Nod_count:VarietyV:Strain069",-0.0368546198374103,0.181739805846841,-0.202787824415688,0.839300874926223
"Nod_count:VarietyS:Strain070",0.0155383791767506,0.182009150352193,0.0853714175725965,0.931966115658792
"Nod_count:VarietyV:Strain070",-0.0362401880058442,0.205711004434306,-0.176170390619125,0.860160081813358
"Nod_count:VarietyS:Strain071",0.0250709347045914,0.262601695403373,0.0954713360326207,0.92394045677437
"Nod_count:VarietyV:Strain071",-0.00377888678955104,0.206003390743944,-0.0183438086912272,0.98536457905532
"Nod_count:VarietyS:Strain072",0.0217616797638063,0.593399144736376,0.0366729206754657,0.970745800284463
"Nod_count:VarietyV:Strain072",0.00142270064081199,0.194813841891353,0.00730287246018904,0.994173202606956
"Nod_count:VarietyS:Strain073",0.00863374712372393,2.85070868358082,0.00302863185335337,0.997583505098115
"Nod_count:VarietyV:Strain073",0.0746678179692392,0.262297841437207,0.284668061163265,0.77589846213845
"Nod_count:VarietyS:Strain074",0.0646767621504919,0.212868972167631,0.303833675203542,0.761254609696758
"Nod_count:VarietyV:Strain074",-0.0251250974558355,0.162926514282891,-0.154211225633972,0.877443191292916
"Nod_count:VarietyV:Strain075",-0.0181302210324239,0.166105666877399,-0.109148720650245,0.913084532203099
"Nod_count:VarietyS:Strain076",-0.424702394418441,2.26325507092193,-0.187651140110089,0.851150134272555
"Nod_count:VarietyV:Strain076",0.00113490659033295,0.164686084815519,0.00689133263204521,0.994501555610182
"Nod_count:VarietyS:Strain077",0.146740182493795,0.17737910606161,0.827268700084818,0.408084780273534
"Nod_count:VarietyV:Strain077",0.00738552796534183,0.163745227374328,0.0451037754429217,0.964024592118719
"Nod_count:VarietyS:Strain078",0.0381282586306706,0.155668923106272,0.244931729916582,0.80650929290533
"Nod_count:VarietyV:Strain078",0.00118967590281011,0.298155493188201,0.00399011901504417,0.996816354089963
"Nod_count:VarietyS:Strain079",0.0321636418208855,0.20799545097078,0.154636275316445,0.87710807039545
