"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"mean_prop_lobe",1,0.42761516916447,0.42761516916447,86.6423158297954,1.09838614460282e-17
"Variety",2,0.624793468126576,0.312396734063288,63.2970447465522,1.30878592401096e-22
"Strain",116,1.2087462834351,0.010420226581337,2.11132024208193,8.35430365165944e-07
"mean_prop_lobe:Variety",2,0.0188867739721243,0.00944338698606216,1.91339544700455,0.149930399881559
"Residuals",229,1.13020840683703,0.00493540789011803,NA,NA
