"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"mean_prop_lobe",1,3.05622776549003,3.05622776549003,118.819435301812,1.12661285548118e-22
"Variety",2,2.85536510266303,1.42768255133151,55.5051676628761,1.75070097532383e-20
"Strain",121,7.73609389485109,0.0639346602880255,2.48563942694839,1.26519674655361e-09
"mean_prop_lobe:Variety",2,0.0902093808820275,0.0451046904410138,1.75357148056176,0.175402941201286
"Residuals",236,6.07030113233206,0.0257216149675087,NA,NA
