"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"mean_prop_lobe",1,17562.367035439,17562.367035439,111.218002101812,1.88583266236719e-21
"Variety",2,8321.4352895635,4160.71764478175,26.3487662470902,5.02347590064985e-11
"Strain",116,32254.5355974695,278.056341357495,1.76086006488288,0.000152232199806986
"mean_prop_lobe:Variety",2,143.319583881338,71.6597919406692,0.453803230201854,0.635777697191911
"Residuals",229,36161.2506528743,157.909391497268,NA,NA
