"","Estimate","Std. Error","t value","Pr(>|t|)"
"Strain050",-0.054954302568006,0.132228164687875,-0.415602097312063,0.67809035978093
"Strain052",0.21938179230571,0.13172939023622,1.66539746302863,0.097200898352851
"Strain053",0.147500776214453,0.131691274606216,1.12004972733016,0.263865892285698
"Strain054",-0.0657599907805467,0.132318443541825,-0.496982801643677,0.619677964039435
"Strain055",0.093166848412956,0.131309821786436,0.709519266308076,0.478724086167587
"Strain056",0.100311813869933,0.131638901299015,0.762022569924653,0.446830646627153
"Strain057",0.0181537736957723,0.131550034202271,0.137999003997667,0.890362470003367
"Strain058",0.0917265182098044,0.131508845677409,0.697493143805775,0.486201763119223
"Strain059",0.0716549603270638,0.132440095111395,0.541036762823183,0.589008147800214
"Strain060",-0.0835527089538916,0.132570633681576,-0.630250505964832,0.529159093748768
"Strain062",-0.14374367689223,0.132082184790513,-1.08828966692376,0.277611272674102
"Strain063",-0.0503008260093723,0.131384408419345,-0.382852323304794,0.702184388893607
"Strain064",-0.129895888016007,0.132436416174396,-0.980816997078479,0.327718059360205
"Strain065",-0.0685780730197302,0.132345831291034,-0.5181732764134,0.604837651209801
"Strain067",-0.123275739211262,0.132098582970038,-0.933210155927437,0.351694371214586
"Strain068",0.321681876132535,0.131461621910499,2.44696415164832,0.0151595564309572
"Strain069",-0.146218715537189,0.131965355410852,-1.10800834872123,0.269020598103703
"Strain070",-0.0890965261130956,0.131761205309954,-0.676196957241743,0.499597957367349
"Strain071",-0.200671616570141,0.131401348568502,-1.52716557901631,0.128099839630137
"Strain072",-0.081197120414694,0.132225948165032,-0.61407856431743,0.539772974231949
"Strain073",-0.0258234070082567,0.131429236862198,-0.196481449826361,0.8444076069017
"Strain074",-0.111200074853006,0.132186965628617,-0.841233281391947,0.401094825884491
"Strain075",0.140646711640253,0.131422326098466,1.07018887745812,0.285660978494522
"Strain076",0.0478338609378055,0.133180854406355,0.35916469488818,0.719802831427548
"Strain077",-0.163275916509077,0.132517190370439,-1.23211121555365,0.219171133544492
"Strain078",0.0489461206326759,0.132632644836199,0.369035245381136,0.712442430074166
"Strain079",-0.183318451818903,0.133067058465264,-1.37763961970165,0.169659422360849
"Strain080",0.0819200034409781,0.131536307423074,0.622793850959267,0.534039698558721
"Strain081",-0.433727992138328,0.136772822782368,-3.17115625249961,0.00172596235882662
"Strain082",-0.161645325419813,0.133384244581187,-1.21187720429323,0.226808321585783
"Strain083",-0.00840749899332258,0.131809805014292,-0.0637850802708567,0.949197000513446
"Strain084",-0.0634499980462972,0.131813106982586,-0.481363344653423,0.630717927411611
"Strain085",-0.0120824555326681,0.132199064787089,-0.09139592289951,0.927257898245324
"Strain086",-0.0729677706497321,0.13156617821779,-0.554608879258801,0.57970346781346
"Strain087",0.099239514250542,0.13245702906535,0.749220444930711,0.454493263125264
"Strain088",0.0136879182693462,0.131559989897611,0.104043169051617,0.917226153790492
"Strain089",-0.131386622653567,0.131872809105283,-0.996313216841175,0.320149574677736
"Strain090",-0.210813563697081,0.131528009088042,-1.60280357893935,0.110356415606447
"Strain091",-0.212561434229568,0.133673293527919,-1.59015633279935,0.11317912736085
"Strain092",-0.191493641880561,0.1322763104275,-1.4476790383832,0.149074467163435
"Strain093",-0.0673717862189241,0.131476426710842,-0.512424834659495,0.608847588815411
"Strain094",-0.133881162398137,0.132409376562089,-1.01111542002735,0.313028334765681
"Strain095",-0.0740989545316368,0.132431979451706,-0.559524631727328,0.576350562118092
"Strain096",-0.186990545496049,0.131521048060699,-1.42175376681724,0.15645822825534
"Strain097",-0.277717360138523,0.132056720135813,-2.1030157333372,0.0365561567019924
"Strain098",-0.367614584855955,0.133204674316744,-2.75977240845027,0.00625222853720056
"Strain099",-0.122112107102925,0.131751189777298,-0.926838742855635,0.354986041060516
"Strain100",-0.147087851418223,0.132026941359878,-1.11407452072447,0.266415141028966
"Strain101",-0.243723212760775,0.133654676353809,-1.82352925770883,0.0695268376367003
"Strain102",-0.123627114048863,0.133542172571223,-0.925753353180829,0.355548732215338
"Strain103",-0.191421764918642,0.131850749890853,-1.45180641806817,0.147924068451022
"Strain104",0.109332034344383,0.13197739169959,0.828414874217599,0.408298140648924
"Strain105",0.0234239527647544,0.131682156626968,0.177882511683875,0.858972496000557
"Strain106",-0.122575222721234,0.132183537237935,-0.927310808006247,0.354741488198055
"Strain107",0.0835238740304294,0.131421956081933,0.635539726545827,0.525711039186691
"Strain108",-0.0911976834903111,0.131794422587381,-0.691969217664322,0.48965765545116
"Strain109",-0.263192070693156,0.13275894128483,-1.9824809398599,0.0486207772514861
"Strain110",-0.28269443018783,0.13278157285864,-2.12901853850449,0.0343204072665856
"Strain111",-0.0426153862157088,0.131628097191448,-0.323755999858651,0.746418254222213
"Strain112",-0.0702005160714557,0.131658989779001,-0.533199564946474,0.594412528171181
"Strain113",-0.360882638357034,0.133997440473165,-2.69320546036329,0.00760028603095718
"Strain114",-0.24722314995562,0.133876561757317,-1.84664997898414,0.0660881756684688
"Strain115",-0.141452572861602,0.131988715160631,-1.07170202156641,0.284982038210251
"Strain116",0.116843574119518,0.13245775997628,0.882119508441343,0.378637167901161
"Strain117",0.153444969933123,0.131663180813641,1.1654356896505,0.245055154473141
"Strain118",-0.563004204734693,0.138998920335188,-4.05042142325309,7.00120074667579e-05
"Strain119",0.102271104327075,0.131293731100387,0.778948876461428,0.436814017507816
"Strain120",-0.0875816433131726,0.131397179359387,-0.66654127387032,0.505736157775844
"Strain121",-0.521244503182536,0.132074935042382,-3.94658156004598,0.000105480293964719
"Strain122",-0.0874192188585562,0.132953697777331,-0.65751626558717,0.51150935960059
"Strain123",-0.33859881524293,0.134457774256824,-2.51825390621283,0.0124771635108761
"mean_prop_lobe:VarietyS",0.331823293964015,0.183368291707127,1.80960018155155,0.0716689265334973
"mean_prop_lobe:VarietyV",-0.0274820486112326,0.186927406131495,-0.147019900291669,0.883245664590673
