"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"mean_prop_lobe",1,0.787194576196726,0.787194576196726,130.540383330174,3.20896520402027e-24
"Variety",2,0.61738915129302,0.30869457564651,51.1907849156349,4.20306921914963e-19
"Strain",116,2.13736966236197,0.0184256005376032,3.05551515470082,3.08545353264191e-13
"mean_prop_lobe:Variety",2,0.0129510916130296,0.00647554580651479,1.0738389940879,0.343408439351611
"Residuals",229,1.3809332663985,0.00603027627248254,NA,NA
