"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",0.502734085427933,0.0195194864931431,25.7554974924436,2.1825103089534e-114
"Nod_count",-0.0031705711435462,0.000359561192578541,-8.81789027566884,4.60266347960493e-18
"VarietyS",-0.0251156116552224,0.0272949266713676,-0.920156773367287,0.357696696776735
"VarietyV",0.0333395347098818,0.0251429394567659,1.32599988029284,0.185120625236406
"Repb",-0.00998172662564703,0.014333556817793,-0.696388673972131,0.486335575856388
"Repc",0.0235858643458915,0.0147040032969232,1.6040437335067,0.108997328631908
"Repd",0.00393785721198687,0.0151925186828359,0.259197128152013,0.795532633547911
"Nod_count:VarietyS",0.000437677210805486,0.000512788709372122,0.853523493801949,0.393558676523178
"Nod_count:VarietyV",-0.00120144774559496,0.000564088586351944,-2.12989196141146,0.033406533491937
