"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"Variety",2,0.11512210103165,0.0575610505158249,1.94393617441164,0.143734016084142
"Strain",116,11.5833750180592,0.0998566811901655,3.37233273337996,1.42941709875702e-24
"Rep",3,0.0033956838589077,0.0011318946196359,0.0382260378678671,0.990012491051108
"Variety:Strain",232,8.14327880708718,0.0351003396857206,1.18539914469508,0.0462873476177823
"Residuals",909,26.9160045518063,0.0296105660635933,NA,NA
