"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"as.factor(Strain)",116,9.38823590271707,0.0809330681268713,2.81626101855559,6.23706847572096e-17
"Variety",2,0.215961239308639,0.10798061965432,3.75744571323091,0.023794156843167
"Rep",3,0.010074071095266,0.00335802369842199,0.116850521796934,0.950226058156845
"as.factor(Strain):Variety",232,7.3190175260768,0.0315474893365379,1.09777086805253,0.183918914802783
"Residuals",733,21.0647871579115,0.0287377723845996,NA,NA
