"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"Nodule.area",1,5783596991502268,5783596991502268,8.37402146388256,0.00420974113893058
"Host",2,756081823730330,378040911865165,0.54736225826868,0.579300622913481
"Nodule.area:Host",2,367836354650164,183918177325082,0.266293582831114,0.766473721535696
"Residuals",209,144347823377029536,690659441995357,NA,NA
