"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"mean_prop_lobe",1,12041.2977312377,12041.2977312377,80.9238836565163,7.89267202693041e-17
"Variety",2,7991.59485305818,3995.79742652909,26.8538701788424,3.10688155665563e-11
"Strain",121,44105.3347169553,364.506898487234,2.44967897178193,2.27492822911458e-09
"mean_prop_lobe:Variety",2,199.591722476406,99.7958612382028,0.670680921981659,0.51233215371421
"Residuals",236,35116.2862701199,148.797823178474,NA,NA
