"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"lobe_occ",1,10599278773266524,10599278773266524,15.974209116649,8.90089056615576e-05
"Host",2,1228918399061220,614459199530610,0.926053551087585,0.397732980626412
"lobe_occ:Host",2,750525372113893,375262686056946,0.565559671462595,0.568909020599762
"Residuals",209,138676616002470720,663524478480721,NA,NA
