Strain,Variety,Source_variety,Rep,Label,Tray,Slot,Location,Plantarea_3weeks_cm^2,Chloro_1,Chloro_2,Chloro_3,Chloro_4,Chloro_5,Chloro_check,Chloro_avg,Rootweight_g,Shootweight_g,Nod_lobe,Nod_unlobed,Nodule_Picker,Morphology,NOTES
039,O,SN,d,039_O_d,133,I,133-I,4.094177101,27.6,30.4,35.8,35.8,35.3,0.52,32.98,0.196,0.467,27,32,LTB,R,
041,S,SN,a,041_S_a,3,D,3-D,3.656511341,3.9,22.1,18.1,31,42.7,6.79,23.56,0.482,0.415,11,13,GMF,R,
041,V,SN,a,041_V_a,23,A,23-A,3.350932985,5.3,5.5,31.4,2,27.9,16.89,14.42,0.108,0.225,5,16,EMB,R,2 plants in shoots envelope
041,O,SN,a,041_O_a,28,H,28-H,3.737704918,15.6,NA,31.7,30.7,34.8,3.13,28.2,0.289,0.395,7,17,EMB,R,
041,V,SN,b,041_V_b,38,G,38-G,1.414736669,33.8,35.9,2.3,32.2,39.4,9.71,28.72,0.174,0.274,13,13,EMB,R,
041,O,SN,b,041_O_b,62,F,62-F,3.907618272,39.7,44.1,24.7,18.4,37.4,4.66,32.86,0.274,0.381,18,8,EMB,R,
041,S,SN,b,041_S_b,69,G,69-G,4.552549751,35.5,43.8,27.5,27.6,31.5,1.79,33.18,0.234,0.583,7,68,EMB,R,
041,V,SN,c,041_V_c,84,G,84-G,2.97655461,31.9,NA,43.2,8.2,28.9,11.49,28.05,0.295,0.323,8,18,MAG,R,
041,S,SN,c,041_S_c,94,G,94-G,5.430154153,41.9,44.3,33.8,14.9,37.4,5.27,34.46,0.498,0.655,23,25,LTB,R,
041,O,SN,c,041_O_c,105,E,105-E,4.844197181,44.9,25.3,13.5,37.5,40,6.3,32.24,0.318,0.66,11,21,MAG,R,
041,V,SN,d,041_V_d,122,H,122-H,3.591761714,8.6,29.8,24.2,8.2,41.2,6.81,22.4,0.238,0.441,12,13,EMB,R,
041,O,SN,d,041_O_d,131,H,131-H,3.040495765,50.4,44.1,13.6,1,50.7,20.72,31.96,0.202,0.392,9,7,ELP,R,
041,S,SN,d,041_S_d,138,C,138-C,0,,1,1,1,0.9,0,0.975,NA,NA,NA,NA,,R,DEAD
042,O,SN,a,042_O_a,2,E,2-E,1.866289881,23,24.6,22.4,12.2,14.3,1.55,19.3,0.157,0.211,14,22,ELP,R,
042,V,SN,a,042_V_a,14,D,14-D,3.413281069,37.4,5.4,9,6.3,26.9,16.17,17,0.315,0.418,3,21,MAG,R,
042,S,SN,a,042_S_a,25,G,25-G,5.767952872,34.7,NA,37,43.5,39.1,0.54,38.575,0.335,0.434,14,14,EMB,R,
042,S,SN,b,042_S_b,49,D,49-D,2.894781526,3.7,40.2,46.5,7.6,51.3,19.71,29.86,0.151,0.397,29,16,ELP,R,
042,O,SN,b,042_O_b,57,D,57-D,2.997127709,23.7,24.2,4.4,33.3,31.2,6.91,23.36,0.181,0.232,11,33,EMB,R,
042,V,SN,b,042_V_b,66,D,66-D,3.219750036,3.8,47.3,NA,10.2,4.9,27,16.55,0.178,0.315,11,22,EMB,R,
042,S,SN,c,042_S_c,74,C,74-C,0,0.9,1,1,1,0.9,0,0.96,NA,NA,NA,NA, ,R,DEAD
042,V,SN,c,042_V_c,81,G,81-G,4.632414924,36.1,3.8,17.9,8.8,2.6,12.14,13.84,0.285,0.409,12,16,MAG,R,
042,O,SN,c,042_O_c,84,I,84-I,1.32853845,18.8,NA,2.7,26.8,33.3,9.36,20.4,0.069,0.136,7,23,MAG,R,
042,V,SN,d,042_V_d,113,G,113-G,3.938292024,38.7,37.8,31,35.7,0.9,0.33,28.82,0.356,0.393,10,11,ELP,R,
042,S,SN,d,042_S_d,141,D,141-D,7.110759494,17,1.5,26.7,33.3,46.2,9.72,24.94,0.591,0.584,5,36,SVG,R,
042,O,SN,d,042_O_d,142,D,142-D,1.264393347,7.4,32.2,39.1,7.4,42.8,12.73,25.78,0.105,0.215,25,32,LTB,R,
043,S,SN,a,043_S_a,13,G,13-G,0,1,1,1,1,1,0,1,,NA,NA,NA,,R,
043,O,SN,a,043_O_a,17,J,17-J,0,1,,1,0.9,0.9,0,0.95,NA,NA,NA,NA,,R,DEAD
043,V,SN,a,043_V_a,21,I,21-I,3.456291554,17.4,14.5,17.4,20.6,29.8,0.36,19.94,0.193,0.36,24,8,MAG,R,
043,V,SN,b,043_V_b,54,I,54-I,2.070845116,16.2,3.5,40.9,27.1,35.2,11.54,24.58,0.155,0.376,9,9,EMB,R,
043,S,SN,b,043_S_b,60,A,60-A,3.174711864,19.3,25,31.8,35.1,42,1.79,30.64,0.162,0.314,21,20,EMB,R,
043,O,SN,b,043_O_b,68,D,68-D,1.773464988,4.7,27.2,28.7,33,37.1,6.9,26.14,0.093,0.15,8,39,EMB,R,
043,O,SN,c,043_O_c,90,A,90-A,3.45589425,37.3,34.2,33.5,30.8,36.5,0.21,34.46,0.275,0.421,20,14,LTB,R,
043,V,SN,c,043_V_c,91,A,91-A,2.84637074,8.6,17.5,16.5,30.9,3.9,4.66,15.48,0.21,0.382,7,17,SVG,R,
043,S,SN,c,043_S_c,94,E,94-E,4.271987731,14.8,40.6,57.9,53.5,75.6,9,48.48,0.318,0.515,18,30,LTB,R,
043,O,SN,d,043_O_d,116,B,116-B,4.597823229,41.6,8.6,65.2,8,47.7,24.99,34.22,0.48,0.499,12,5,EMB,R,
043,V,SN,d,043_V_d,120,D,120-D,5.419095835,22.6,58,57.3,51.6,54.2,5.93,48.74,0.616,0.486,18,46,ELP,R,
043,S,SN,d,043_S_d,128,G,128-G,8.287870549,12.1,29,40.6,22.8,17.5,5.43,24.4,0.735,0.643,25,29,ELP,R,
044,O,SN,a,044_O_a,16,D,16-D,4.319982282,9.9,39.6,36.1,15.2,37.7,8.73,27.7,0.403,0.354,11,2,MAG,R,
044,V,SN,a,044_V_a,18,B,18-B,4.854655783,8.7,22.8,36.9,11.8,3.1,8.12,16.66,0.322,0.508,22,16,MAG,R,
044,S,SN,a,044_S_a,19,D,19-D,5.332393216,3.5,44.8,6.5,43,34,20.71,26.36,0.284,0.366,15,43,MAG,R,
044,O,SN,b,044_O_b,41,F,41-F,2.64183031,42.8,3.8,1.6,26.3,34.8,20.63,21.86,0.267,0.307,5,44,EMB,R,
044,V,SN,b,044_V_b,43,I,43-I,1.89277533,6.7,31.8,20.7,20.6,21,5.3,20.16,0.228,0.339,11,17,MAG,R,
044,S,SN,b,044_S_b,45,D,45-D,7.176860896,12.8,10.2,33.4,30.3,17.7,6.49,20.88,0.528,0.365,14,73,MAG,R,
044,S,SN,c,044_S_c,81,H,81-H,6.566601623,1.5,38.2,19.3,31.1,16.7,11.42,21.36,0.418,0.495,15,4,SVG,R,
044,O,SN,c,044_O_c,93,A,93-A,3.157582028,27.6,39.5,21.9,37.6,47.2,2.2,34.76,0.241,0.352,7,13,EMB,R,
044,V,SN,c,044_V_c,97,F,97-F,2.71735905,5.7,43.4,43.5,1.7,50.1,22.45,28.88,0.232,0.251,12,24,MAG,R,
044,S,SN,d,044_S_d,119,C,119-C,0,1.1,1,1,1,0.9,0,1,NA,NA,NA,NA,,R,
044,O,SN,d,044_O_d,119,J,119-J,4.212684065,10.5,3.8,48,44.1,49,19.34,31.08,0.294,0.517,11,25,EMB,R,
044,V,SN,d,044_V_d,121,C,121-C,4.416513356,4.9,38.7,3.9,23.4,43.7,15.57,22.92,0.365,0.603,5,24,EMB,R,
045,V,SN,a,045_V_a,15,H,15-H,4.591606883,12.4,37.8,36.1,31.1,34.6,4.63,30.4,0.318,0.492,14,6,LTB,R,
045,O,SN,a,045_O_a,16,J,16-J,2.298452111,20.9,25.8,23.7,29.6,29.4,0.54,25.88,0.142,0.261,13,8,EMB,R,
045,S,SN,a,045_S_a,34,E,34-E,7.025867018,31.2,6.7,12,14.6,35.3,6.93,19.96,0.517,0.569,16,13,EMB,R,
045,O,SN,b,045_O_b,40,J,40-J,1.76761954,33.6,23.3,25.7,27.4,27.7,0.7,27.54,0.166,0.253,13,10,EMB,R,
045,V,SN,b,045_V_b,53,F,53-F,4.065230769,42.2,41.5,41.7,41.7,38.7,0,41.16,0.381,0.543,13,17,EMB,R,
045,S,SN,b,045_S_b,61,D,61-D,2.302582667,1.8,19.7,2.9,29.2,48.3,13.29,20.38,0.081,0.296,46,49,EMB,R,
045,O,SN,c,045_O_c,88,G,88-G,2.739455799,23.3,,27.3,21.9,31.1,0.32,25.9,0.251,0.441,26,37,MAG,R,
045,V,SN,c,045_V_c,95,B,95-B,4.357948993,44,26.8,45.7,40.1,44.7,1.87,40.26,0.399,0.515,18,10,ELP,R,
045,S,SN,c,045_S_c,102,F,102-F,6.103958498,41.1,47.2,42.8,15.4,52.9,5.65,39.88,0.517,0.532,22,36,MAG,R,
045,O,SN,d,045_O_d,113,H,113-H,4.002253025,10,6.5,20.4,4.2,38.3,4.99,15.88,0.245,0.373,14,25,ELP,R,
045,V,SN,d,045_V_d,114,C,114-C,1.981205529,6.5,3.1,31.6,12.8,8.9,11.98,12.58,0.211,0.335,15,31,ELP,R,
045,S,SN,d,045_S_d,125,J,125-J,0,1.1,1,1,1,1,0,1.02,NA,NA,NA,NA,,R,DEAD
046,S,SN,a,046_S_a,12,G,12-G,1.923523389,31.5,42.3,36.9,43.6,45.1,0.79,39.88,0.209,0.255,11,17,ELP,R,
046,V,SN,a,046_V_a,18,A,18-A,3.96922635,3.4,19.9,5,5.8,43.2,6.86,15.46,0.395,0.424,26,37,LTB,R,
046,O,SN,a,046_O_a,23,I,23-I,4.714335981,24.9,33.3,33,35.5,40.6,0.68,33.46,0.278,0.446,12,2,EMB,R,
046,S,SN,b,046_S_b,41,I,41-I,2.850419727,26.8,20.6,29.7,26.1,36.7,0.56,27.98,0.262,0.34,8,62,EMB,R,
046,O,SN,b,046_O_b,45,I,45-I,2.082553048,12,31.6,34.8,26.7,30.8,3.87,27.18,0.154,0.316,5,18,NA,R,
046,V,SN,b,046_V_b,64,H,64-H,2.793055116,36.6,18.5,34.8,16.9,19.6,4.08,25.28,0.248,0.52,23,11,EMB,R,
046,S,SN,c,046_S_c,76,F,76-F,2.886562804,33.2,40.4,27.6,15.2,22.7,3.89,27.82,0.174,0.469,16,26,EMB,R,
046,V,SN,c,046_V_c,85,D,85-D,2.358716454,35.2,15.6,33.9,5.7,39,9.16,25.88,0.218,0.361,14,13,MAG,R,
046,O,SN,c,046_O_c,97,C,97-C,1.704836795,22.7,8.4,30.1,26.9,29.9,4.16,23.6,0.141,0.308,36,26,MAG,R,
046,V,SN,d,046_V_d,127,A,127-A,4.282877698,41.3,9.2,47.8,41.5,43.9,8.69,36.74,0.373,0.515,7,41,ELP,R,
046,O,SN,d,046_O_d,131,C,131-C,3.220095455,2.9,12.1,12.1,42.4,21.6,17.1,18.22,0.321,0.383,9,50,ELP,R,
046,S,SN,d,046_S_d,137,C,137-C,0,,49.6,1,1,0.9,45.77,13.125,NA,NA,NA,NA,,R,DEAD
047,S,SN,a,047_S_a,20,F,20-F,0,1,1,1,1,0.9,0,0.98,NA,NA,NA,NA,NA,R,DEAD
047,V,SN,a,047_V_a,24,A,24-A,1.399954184,12.7,5.5,23.1,28.9,34.7,6.24,20.98,0.146,0.252,5,9,LTB,R,
047,O,SN,a,047_O_a,33,C,33-C,1.433929663,4.7,16.2,18.1,21.3,26,3.47,17.26,0.059,0.223,14,23,EMB,R,
047,O,SN,b,047_O_b,52,F,52-F,2.460252107,12.4,9.4,31.8,26.2,39,5.81,23.76,0.184,0.213,16,14,EMB,R,
047,V,SN,b,047_V_b,60,B,60-B,2.762719397,7.4,3.3,1,2.8,46.9,2.02,12.28,0.164,0.279,11,6,EMB,R,
047,S,SN,b,047_S_b,69,I,69-I,6.154407649,10,60,4.1,39.4,63.3,24.07,35.36,0.523,0.549,18,24,EMB,R,
047,S,SN,c,047_S_c,89,E,89-E,4.820610582,28.4,13.7,16.4,29.9,9.9,3.07,19.66,0.496,0.565,20,12,ELP,R,
047,V,SN,c,047_V_c,98,D,98-D,3.710287903,33.6,30.9,28,20.3,28.5,1.17,28.26,0.324,0.492,9,17,EMB,R,
047,O,SN,c,047_O_c,106,D,106-D,2.219340473,25.4,23.2,9.5,10.9,31.4,3.91,20.08,0.161,0.256,8,63,MAG,R,
047,V,SN,d,047_V_d,121,I,121-I,3.331974391,27.4,9.5,31,42.9,20.2,6.9,26.2,0.283,0.548,22,30,EMB,R,
047,O,SN,d,047_O_d,124,C,124-C,3.538553196,23.6,13.9,31,22.9,32.7,2.15,24.82,0.198,0.352,49,49,LTB,R,
047,S,SN,d,047_S_d,144,D,144-D,3.073617137,22.5,22.7,29.4,9,32.1,3.5,23.14,0.327,0.371,25,41,LTB,R,
048,V,SN,a,048_V_a,12,D,12-D,3.140075537,28.5,34.6,28.6,31.6,33.4,0.27,31.34,0.512,0.548,13,17,ELP,R,
048,S,SN,a,048_S_a,25,F,25-F,7.168630339,1.4,NA,22.2,15.6,22.6,8.65,15.45,0.476,0.456,27,39,EMB,R,
048,O,SN,a,048_O_a,27,G,27-G,2.283835821,23.2,NA,32,47.2,35.1,4.32,34.375,0.238,0.285,11,18,EMB,R,
048,V,SN,b,048_V_b,42,J,42-J,1.915400354,25.1,35.1,,39.9,33.9,1.71,33.5,0.212,0.367,10,5,EMB,R,
048,O,SN,b,048_O_b,68,B,68-B,2.904782673,37.9,32.6,31,32.4,45.5,0.28,35.88,0.174,0.393,12,31,EMB,R,
048,S,SN,b,048_S_b,68,I,68-I,6.46772186,16.3,25.7,6.3,18.1,52.6,3.84,23.8,0.554,0.617,18,32,EMB,R,
048,O,SN,c,048_O_c,76,C,76-C,3.141232866,7.9,39,35.2,36.4,42.3,7.17,32.16,0.247,0.424,7,11,EMB,R,
048,S,SN,c,048_S_c,76,H,76-H,5.530237435,36.8,42.7,12.4,23.7,36.2,6.37,30.36,0.61,0.774,25,24,EMB,R,
048,V,SN,c,048_V_c,83,J,83-J,3.40193544,4.1,33.4,37.1,25.3,6.6,8.73,21.3,0.266,0.332,11,42,MAG,R,
048,O,SN,d,048_O_d,123,D,123-D,4.405132152,39,39,45.7,32.1,42.4,0.79,39.64,0.342,0.694,12,21,EMB,R,
048,V,SN,d,048_V_d,130,F,130-F,2.561061947,31.4,35.6,29.5,1.6,17.1,9.79,23.04,0.271,0.391,7,19,SVG,R,
048,S,SN,d,048_S_d,135,G,135-G,0,1.1,1,1,1,1,0,1.02,NA,NA,NA,NA,,R,DEAD
049,V,SN,a,049_V_a,2,B,2-B,5.636687069,26.1,4.1,16.4,22.6,5.6,5.41,14.96,0.413,0.537,20,13,ELP,R,
049,S,SN,a,049_S_a,6,A,6-A,0,1,1,1,1,0.9,0,0.98,NA,NA,NA,NA,NA,R,DEAD
049,O,SN,a,049_O_a,15,C,15-C,2.639360155,2.8,42.8,18.8,33.1,41.2,12.47,27.74,0.206,0.342,17,28,LTB,R,
049,V,SN,b,049_V_b,37,J,37-J,2.052904966,,27.1,22.7,23.9,27.2,0.21,25.225,0.139,0.226,8,15,EMB,R,
049,O,SN,b,049_O_b,46,B,46-B,2.295466547,8.8,17.5,19.6,22,34.8,1.95,20.54,0.191,0.34,14,11,EMB,R,
049,S,SN,b,049_S_b,52,H,52-H,1.347452823,9,33.3,10.2,3.7,43.5,12.29,19.94,0.175,0.366,15,8,EMB,R,
049,O,SN,c,049_O_c,85,F,85-F,0.39015755,23.8,25.4,21,22.2,17.8,0.16,22.04,0.072,0.203,11,29,MAG,R,
049,V,SN,c,049_V_c,88,I,88-I,3.218727924,6.9,,50,29.9,33.2,16.08,30,0.314,0.47,9,17,MAG,R,
049,S,SN,c,049_S_c,100,E,100-E,6.631376175,44.7,8.6,24.7,21.3,35.3,9.01,26.92,0.561,0.578,11,25,ELP,R,
049,S,SN,d,049_S_d,117,F,117-F,0,1,1,1,1,0.9,0,0.98,NA,NA,NA,NA,,R,
049,O,SN,d,049_O_d,137,G,137-G,3.027838503,,36.2,41,53.6,64.3,1.85,48.775,0.25,0.406,4,83,LTB,R,
049,V,SN,d,049_V_d,140,B,140-B,6.522339128,4.2,2,28.6,33,29.8,15.33,19.52,0.561,0.636,5,36,ELP,R,
050,S,SN,a,050_S_a,14,H,14-H,1.377436564,28.8,12.8,13.8,19.6,29.5,2.87,20.9,0.098,0.19,31,3,LTB,R,
050,V,SN,a,050_V_a,33,A,33-A,5.630846158,17,2.5,5.1,40.1,35.6,18.19,20.06,0.334,0.499,11,16,EMB,R,
050,O,SN,a,050_O_a,34,H,34-H,1.503933587,18.1,26.2,22.5,25.6,31,0.59,24.68,0.14,0.248,11,6,EMB,R,
050,S,SN,b,050_S_b,42,I,42-I,4.439621116,49.4,28.3,53.8,43.3,65.2,2.84,48,0.347,0.474,13,16,EMB,R,
050,V,SN,b,050_V_b,55,C,55-C,3.465021244,10.1,26.3,32.3,27,41.3,3.85,27.4,0.324,0.53,7,39,EMB,R,
050,O,SN,b,050_O_b,60,G,60-G,3.100881356,1,26.6,40.9,44,48.4,13.67,32.18,0.172,0.351,11,7,EMB,R,
050,S,SN,c,050_S_c,76,G,76-G,0,1,1,1,1,0.9,0,0.98,NA,NA,NA,NA,NA,R,DEAD - No root or shoot envelope found
050,V,SN,c,050_V_c,78,B,78-B,1.870840851,37,14.5,35.5,23.6,36.8,4.08,29.48,0.163,0.35,8,9,EMB,R,
050,O,SN,c,050_O_c,79,A,79-A,4.642595603,35.8,39.3,39.8,NA,39.9,0.12,38.7,0.247,0.462,20,29,LTB,R,
050,S,SN,d,050_S_d,119,D,119-D,0,1.1,1,0.9,1,0.9,0.01,0.98,NA,NA,NA,NA,,R,
050,V,SN,d,050_V_d,128,C,128-C,5.744763946,55.5,56,2.9,57.2,12.8,16.59,36.88,0.529,0.445,25,19,ELP,R,
050,O,SN,d,050_O_d,130,E,130-E,3.021238938,18.2,52.5,39.9,40.9,48.8,5.41,40.06,0.479,0.605,18,8,SVG,R,
052,S,SN,a,052_S_a,1,J,1-J,4.588755391,2.4,23.8,21.9,25.7,31.1,6.34,20.98,0.405,0.649,9,34,EMB,R,
052,V,SN,a,052_V_a,11,D,11-D,5.109294606,1,26.2,21.3,25.5,32.3,7.61,21.26,0.435,0.768,28,86,ELP,R,
052,O,SN,a,052_O_a,34,D,34-D,2.123531694,1.1,45.4,4.4,17.3,32,23.82,20.04,0.054,0.131,9,24,EMB,R,
052,O,SN,b,052_O_b,47,B,47-B,4.125868612,40.9,37.8,52.3,41.9,56.2,0.92,45.82,0.393,0.552,11,14,ELP,R,
052,S,SN,b,052_S_b,49,B,49-B,4.963515499,41.4,40.9,52.6,54.5,63.3,1.1,50.54,0.305,0.747,17,9,ELP,R,
052,V,SN,b,052_V_b,67,I,67-I,2.596956894,38.2,25,NA,11,7.1,7.48,20.325,0.275,0.489,17,25,EMB,R,
052,S,SN,c,052_S_c,78,I,78-I,6.348449815,29.3,26.9,32.9,30.4,32.5,0.21,30.4,0.305,0.689,12,44,EMB,R,
052,V,SN,c,052_V_c,82,E,82-E,3.563846382,32.7,22.4,19.8,33.8,39.4,1.86,29.62,0.222,0.403,29,38,MAG,R,
052,O,SN,c,052_O_c,105,G,105-G,5.226377116,44.8,43.8,44.4,37.4,45,0.29,43.08,0.74,0.644,28,47,MAG,R,
052,V,SN,d,052_V_d,123,J,123-J,1.863844063,4.3,10.7,30,24.5,42.8,8.17,22.46,0.159,0.275,14,27,EMB,R,
052,O,SN,d,052_O_d,142,F,142-F,4.190822585,37.3,39,41.9,9,52.3,7.38,35.9,0.29,0.609,33,33,LTB,R,
052,S,SN,d,052_S_d,143,A,143-A,0,1,1,1,1,1,0,1,NA,NA,NA,NA,,R,DEAD
053,V,SN,a,053_V_a,10,D,10-D,3.035638921,6.2,6.9,7.5,33.1,15.9,12.84,13.92,0.262,0.375,15,17,EMB,R,
053,S,SN,a,053_S_a,11,H,11-H,3.630456432,47.8,24.6,36.3,31.7,37.1,2.7,35.5,0.316,0.503,35,7,ELP,R,
053,O,SN,a,053_O_a,27,E,27-E,2.70163431,3.9,NA,24,27.6,10.2,8.82,16.425,0.108,0.195,11,85,EMB,R,
053,V,SN,b,053_V_b,44,J,44-J,2.499150376,19.6,25.1,28.6,29.5,30,0.78,26.56,NA,0.19,NA,NA,NA,R,Missing roots envelope
053,S,SN,b,053_S_b,55,D,55-D,6.415009656,4.5,13.1,55.7,17.4,28.6,22.65,23.86,0.342,0.709,35,23,EMB,R,
053,O,SN,b,053_O_b,63,F,63-F,2.984770201,24.1,7.5,30.7,22.2,17.7,4.53,20.44,0.215,0.435,29,51,EMB,R,
053,S,SN,c,053_S_c,74,A,74-A,8.396849832,49.3,16.7,4.7,43.7,49.4,15.96,32.76,0.445,0.72,45,65,LTB,R,very hairy
053,V,SN,c,053_V_c,90,F,90-F,4.1787128,8,7.5,8.6,5.3,10.7,0.28,8.02,0.283,0.5,18,42,LTB,R,
053,O,SN,c,053_O_c,92,B,92-B,3.846935136,42.4,39.3,41.4,35.6,37,0.23,39.14,0.406,0.557,14,35,ELP,R,
053,V,SN,d,053_V_d,110,A,110-A,2.001736244,24,16.3,15.1,5.3,59.3,3.88,24,0.289,0.482,20,15,ELP,R,
053,S,SN,d,053_S_d,126,E,126-E,0,1.1,1,1,1,0.9,0,1,NA,NA,NA,NA,,R,DEAD
053,O,SN,d,053_O_d,137,F,137-F,3.973290051,,7.1,44.3,44.4,42.9,14.48,34.675,0.308,0.601,35,42,LTB,R,
054,S,SN,a,054_S_a,7,G,7-G,3.317435003,17.7,6.5,4.9,26.4,23.8,7.36,15.86,0.264,0.466,12,23,EMB,R,
054,O,SN,a,054_O_a,19,I,19-I,2.122679879,12.2,6.8,2.1,25.8,23.8,8.96,14.14,0.116,0.232,23,37,EMB,R,
054,V,SN,a,054_V_a,20,H,20-H,2.538777728,3,18.4,16.2,24.4,11.6,5.26,14.72,0.118,0.271,23,19,,R,
054,O,SN,b,054_O_b,55,E,55-E,0.783298571,5.3,3.1,15.6,6.5,21.9,3.97,10.48,0.027,0.128,5,42,EMB,R,
054,V,SN,b,054_V_b,55,H,55-H,2.598532252,15.3,2.4,16.2,5.9,3.1,4.73,8.58,0.097,0.259,19,21,EMB,R,
054,S,SN,b,054_S_b,63,G,63-G,4.148543106,30.3,32.2,30.1,44.6,51.7,1.4,37.78,0.125,0.368,12,20,EMB,R,
054,V,SN,c,054_V_c,74,G,74-G,2.267593537,34.9,14.3,3.5,12.1,14.2,10.93,15.8,0.227,0.492,41,81,LTB,R,
054,O,SN,c,054_O_c,83,B,83-B,3.089960334,21.9,17,7.7,15.2,26.8,2.25,17.72,0.254,0.563,20,202,MAG,R,
054,S,SN,c,054_S_c,103,E,103-E,3.752179167,23.8,28.2,32,27.6,27.7,0.4,27.86,0.426,0.539,23,48,MAG,R,
054,S,SN,d,054_S_d,109,I,109-I,0,1.1,1,0.9,1,1,0.01,1,,NA,NA,NA,NA,R,DEAD
054,V,SN,d,054_V_d,123,C,123-C,3.014451312,6.5,23.1,42.9,32.7,8.4,9.11,22.72,0.269,0.561,11,20,ELP,R,
054,O,SN,d,054_O_d,131,D,131-D,1.441332867,4.4,12.8,18.9,13.5,24.1,2.89,14.74,0.085,0.171,11,32,ELP,R,
055,V,SN,a,055_V_a,7,A,7-A,3.461050769,17.2,34,3.1,38.9,27.7,11.49,24.18,0.313,0.463,11,7,EMB,R,
055,O,SN,a,055_O_a,19,F,19-F,4.743418724,25.8,24.7,30.9,18.7,35.3,1,27.08,0.261,0.326,10,11,EMB,R,
055,S,SN,a,055_S_a,32,J,32-J,5.998618643,27.2,32,40.4,42.2,50.4,1.41,38.44,0.442,0.565,21,15,EMB,R,
055,O,SN,b,055_O_b,40,I,40-I,2.340876195,5.6,30,3.1,28.6,12.4,12.41,15.94,0.169,0.238,9,31,LTB,R,
055,V,SN,b,055_V_b,46,F,46-F,2.383643132,23.6,32.5,7.3,6,7.5,9.58,15.38,0.243,0.365,8,14,EMB,R,
055,S,SN,b,055_S_b,61,J,61-J,5.764301923,41.9,41.4,20,30.3,35.6,3.25,33.84,0.366,0.622,22,36,EMB,R,
055,S,SN,c,055_S_c,91,E,91-E,5.918891485,5.5,34.3,49.1,16.9,21.1,13.92,25.38,0.375,0.509,21,81,SVG,R,VERY TINY WHITE NODS
055,V,SN,c,055_V_c,92,J,92-J,5.225143027,22.3,33.4,36,7.2,43.9,6.95,28.56,0.376,0.603,8,5,ELP,R,
055,O,SN,c,055_O_c,93,G,93-G,3.569228495,12.9,28.6,31.3,31,43.9,2.97,29.54,0.187,0.381,9,3,EMB,R,
055,V,SN,d,055_V_d,111,J,111-J,0.632510508,44.9,56.9,34.7,13.2,23.3,9.17,34.6,0.322,0.415,11,20,ELP,R,
055,O,SN,d,055_O_d,121,G,121-G,3.389852086,40.9,54.2,57.1,53.2,31.3,1,47.34,0.283,0.433,15,19,EMB,R,
055,S,SN,d,055_S_d,129,J,129-J,0,1.1,1,1,1,0.9,0,1,NA,NA,NA,NA,,R,DEAD
056,V,SN,a,056_V_a,14,I,14-I,2.686674862,45,40.5,8.4,33,35,8.39,32.38,0.398,0.393,19,10,MAG,R,
056,S,SN,a,056_S_a,28,F,28-F,3.618688525,1.6,NA,41.7,46.7,30.8,20.37,30.2,0.196,0.467,10,4,EMB,R,
056,O,SN,a,056_O_a,36,C,36-C,3.865320805,24.7,29.5,36.8,33.2,43.4,0.86,33.52,0.294,0.503,24,17,EMB,R,
056,S,SN,b,056_S_b,47,C,47-C,4.913356676,6,7.3,4.7,11,18.1,1.02,9.42,0.383,0.476,1,11,ELP,R,
056,O,SN,b,056_O_b,47,G,47-G,1.998939791,4.4,16.4,28.5,34.7,35,8.58,23.8,0.071,0.202,9,5,ELP,R,
056,V,SN,b,056_V_b,72,D,72-D,3.489849634,5.8,3.5,39,44.1,44.1,19.87,27.3,0.184,0.279,28,18,EMB,R,
056,S,SN,c,056_S_c,80,A,80-A,5.184126349,41.3,33.3,13.3,20.7,54.2,5.79,32.56,0.542,0.581,13,7,EMB,R,
056,V,SN,c,056_V_c,94,J,94-J,4.550823196,4.3,34.7,55.9,42.7,52.9,13.93,38.1,0.303,0.512,10,20,EMB,R,
056,O,SN,c,056_O_c,103,G,103-G,3.064279653,39.3,37.9,38.7,14,31.4,4.68,32.26,0.234,0.413,5,3,MAG,R,
056,S,SN,d,056_S_d,123,E,123-E,0,1,1,1,1,1,0,1,NA,NA,NA,NA,,R,DEAD
056,V,SN,d,056_V_d,140,F,140-F,4.297179018,31.2,39.6,5,39.7,51.5,9.32,33.4,0.381,0.507,7,13,ELP,R,
056,O,SN,d,056_O_d,141,C,141-C,2.604113924,33,30.7,27.5,29.9,42.3,0.17,32.68,0.314,0.422,16,3,SVG,R,
057,V,SN,a,057_V_a,5,I,5-I,3.871878985,12.9,46,34.1,37.3,38,6.06,33.66,0.258,0.438,14,21,EMB,R,
057,S,SN,a,057_S_a,17,B,17-B,4.705506204,13.4,33.9,28.7,38.9,22.7,4.24,27.52,0.421,0.501,59,36,MAG,R,
057,O,SN,a,057_O_a,26,I,26-I,4.409108357,2.2,NA,18.2,3.6,17.7,9.81,10.425,0.187,0.346,22,24,MAG,R,
057,V,SN,b,057_V_b,46,J,46-J,1.868001795,37.3,58.3,38.2,40.9,46.7,2.23,44.28,0.217,0.325,5,48,EMB,R,
057,S,SN,b,057_S_b,70,F,70-F,6.462716877,32.8,35.5,36.5,38.3,44.5,0.15,37.52,0.495,0.955,23,20,EMB,R,
057,O,SN,b,057_O_b,72,I,72-I,0.411529822,3.3,38.8,35.1,37,38.7,10.01,30.58,0.141,0.283,6,2,EMB,R,
